Karl-Malone,31,1991-11-15
Jeff-Malone,25,1991-11-15
Hakeem-Olajuwon,18,1991-11-15
Clyde-Drexler,35,1991-11-15
Dominique-Wilkins,39,1991-11-15
Larry-Bird,25,1991-11-16
Kevin-McHale,6,1991-11-16
Brad-Daugherty,27,1991-11-16
Clyde-Drexler,12,1991-11-16
Charles-Barkley,15,1991-11-16
Hakeem-Olajuwon,23,1991-11-16
Mitch-Richmond,21,1991-11-16
David-Robinson,15,1991-11-16
Patrick-Ewing,20,1991-11-16
Jeff-Malone,28,1991-11-16
Karl-Malone,22,1991-11-16
Dominique-Wilkins,24,1991-11-17
Hakeem-Olajuwon,25,1991-11-19
Patrick-Ewing,19,1991-11-19
Karl-Malone,25,1991-11-19
Jeff-Malone,16,1991-11-19
Mitch-Richmond,32,1991-11-19
Clyde-Drexler,39,1991-11-19
Dominique-Wilkins,32,1991-11-20
Mitch-Richmond,31,1991-11-20
Larry-Bird,26,1991-11-20
Brad-Daugherty,18,1991-11-20
Patrick-Ewing,27,1991-11-20
Michael-Jordan,35,1991-11-20
Karl-Malone,26,1991-11-20
Jeff-Malone,26,1991-11-20
Charles-Barkley,29,1991-11-20
David-Robinson,22,1991-11-20
Brad-Daugherty,26,1991-11-21
Clyde-Drexler,24,1991-11-21
Patrick-Ewing,20,1991-11-22
David-Robinson,21,1991-11-22
Mitch-Richmond,32,1991-11-22
Dominique-Wilkins,17,1991-11-22
Charles-Barkley,35,1991-11-22
Clyde-Drexler,31,1991-11-22
Michael-Jordan,31,1991-11-22
Jeff-Malone,31,1991-11-22
Karl-Malone,19,1991-11-22
Brad-Daugherty,19,1991-11-23
Karl-Malone,33,1991-11-23
Jeff-Malone,12,1991-11-23
Michael-Jordan,37,1991-11-23
Larry-Bird,19,1991-11-23
Patrick-Ewing,35,1991-11-23
Charles-Barkley,24,1991-11-23
Mitch-Richmond,20,1991-11-23
Dominique-Wilkins,20,1991-11-23
Clyde-Drexler,48,1991-11-24
David-Robinson,25,1991-11-24
Larry-Bird,18,1991-11-25
Dominique-Wilkins,29,1991-11-26
Michael-Jordan,23,1991-11-26
Patrick-Ewing,16,1991-11-26
Brad-Daugherty,31,1991-11-26
Charles-Barkley,11,1991-11-26
Clyde-Drexler,30,1991-11-26
Mitch-Richmond,26,1991-11-26
Larry-Bird,32,1991-11-27
Brad-Daugherty,31,1991-11-27
Dominique-Wilkins,22,1991-11-27
Mitch-Richmond,13,1991-11-27
David-Robinson,31,1991-11-27
Karl-Malone,31,1991-11-27
Jeff-Malone,26,1991-11-27
David-Robinson,20,1991-11-29
Dominique-Wilkins,27,1991-11-29
Larry-Bird,22,1991-11-29
Brad-Daugherty,29,1991-11-29
Michael-Jordan,40,1991-11-29
Clyde-Drexler,38,1991-11-29
Karl-Malone,31,1991-11-29
Jeff-Malone,24,1991-11-29
Dominique-Wilkins,21,1991-11-30
Larry-Bird,11,1991-11-30
Patrick-Ewing,45,1991-11-30
Jeff-Malone,25,1991-11-30
Karl-Malone,41,1991-11-30
Michael-Jordan,30,1991-11-30
Mitch-Richmond,32,1991-11-30
David-Robinson,23,1991-11-30
Clyde-Drexler,20,1991-12-01
Patrick-Ewing,23,1991-12-02
Dominique-Wilkins,19,1991-12-03
Karl-Malone,34,1991-12-03
Jeff-Malone,23,1991-12-03
Clyde-Drexler,16,1991-12-03
Mitch-Richmond,24,1991-12-03
David-Robinson,30,1991-12-03
Larry-Bird,28,1991-12-04
Michael-Jordan,16,1991-12-04
Brad-Daugherty,26,1991-12-04
David-Robinson,23,1991-12-04
Clyde-Drexler,34,1991-12-04
Jeff-Malone,22,1991-12-04
Karl-Malone,20,1991-12-04
Brad-Daugherty,25,1991-12-05
Dominique-Wilkins,39,1991-12-05
Larry-Bird,31,1991-12-06
Patrick-Ewing,28,1991-12-06
Michael-Jordan,19,1991-12-06
Clyde-Drexler,38,1991-12-06
Karl-Malone,31,1991-12-06
Jeff-Malone,24,1991-12-06
David-Robinson,31,1991-12-06
Patrick-Ewing,43,1991-12-07
Dominique-Wilkins,52,1991-12-07
Brad-Daugherty,23,1991-12-07
Mitch-Richmond,29,1991-12-07
Jeff-Malone,22,1991-12-07
Karl-Malone,15,1991-12-07
Hakeem-Olajuwon,28,1991-12-07
Clyde-Drexler,24,1991-12-07
Michael-Jordan,32,1991-12-07
David-Robinson,19,1991-12-08
Larry-Bird,14,1991-12-09
Dominique-Wilkins,41,1991-12-10
Michael-Jordan,19,1991-12-10
David-Robinson,20,1991-12-10
Patrick-Ewing,23,1991-12-10
Hakeem-Olajuwon,25,1991-12-10
Clyde-Drexler,24,1991-12-10
Mitch-Richmond,17,1991-12-10
Jeff-Malone,15,1991-12-10
Karl-Malone,27,1991-12-10
Karl-Malone,24,1991-12-11
Jeff-Malone,19,1991-12-11
Brad-Daugherty,12,1991-12-11
David-Robinson,35,1991-12-11
Patrick-Ewing,17,1991-12-11
Charles-Barkley,21,1991-12-11
Brad-Daugherty,20,1991-12-12
Dominique-Wilkins,14,1991-12-12
Hakeem-Olajuwon,33,1991-12-12
Mitch-Richmond,15,1991-12-12
Larry-Bird,28,1991-12-13
Kevin-McHale,11,1991-12-13
Michael-Jordan,27,1991-12-13
Patrick-Ewing,20,1991-12-13
Karl-Malone,25,1991-12-13
Jeff-Malone,27,1991-12-13
Charles-Barkley,16,1991-12-13
Clyde-Drexler,22,1991-12-13
David-Robinson,30,1991-12-13
Brad-Daugherty,24,1991-12-14
David-Robinson,20,1991-12-14
Hakeem-Olajuwon,20,1991-12-14
Dominique-Wilkins,14,1991-12-14
Patrick-Ewing,20,1991-12-14
Kevin-McHale,22,1991-12-14
Charles-Barkley,28,1991-12-14
Clyde-Drexler,28,1991-12-14
Mitch-Richmond,22,1991-12-14
Jeff-Malone,26,1991-12-14
Karl-Malone,2,1991-12-14
Michael-Jordan,29,1991-12-14
Mitch-Richmond,23,1991-12-15
Clyde-Drexler,24,1991-12-16
Dominique-Wilkins,39,1991-12-17
Jeff-Malone,34,1991-12-17
Michael-Jordan,21,1991-12-17
Brad-Daugherty,17,1991-12-17
David-Robinson,22,1991-12-17
Hakeem-Olajuwon,15,1991-12-17
Patrick-Ewing,24,1991-12-17
Larry-Bird,20,1991-12-17
Kevin-McHale,3,1991-12-17
Larry-Bird,15,1991-12-18
Kevin-McHale,20,1991-12-18
Brad-Daugherty,16,1991-12-18
Karl-Malone,30,1991-12-18
Jeff-Malone,14,1991-12-18
Charles-Barkley,25,1991-12-18
David-Robinson,25,1991-12-18
Hakeem-Olajuwon,21,1991-12-19
Mitch-Richmond,24,1991-12-19
Brad-Daugherty,17,1991-12-20
Dominique-Wilkins,19,1991-12-20
Larry-Bird,20,1991-12-20
Kevin-McHale,18,1991-12-20
Karl-Malone,39,1991-12-20
Jeff-Malone,15,1991-12-20
Hakeem-Olajuwon,12,1991-12-20
Clyde-Drexler,26,1991-12-20
Michael-Jordan,24,1991-12-20
Charles-Barkley,31,1991-12-20
David-Robinson,20,1991-12-20
Michael-Jordan,37,1991-12-21
Dominique-Wilkins,43,1991-12-21
Brad-Daugherty,24,1991-12-21
Mitch-Richmond,9,1991-12-21
Larry-Bird,12,1991-12-21
Kevin-McHale,18,1991-12-21
Charles-Barkley,10,1991-12-21
Patrick-Ewing,21,1991-12-21
Karl-Malone,14,1991-12-21
Jeff-Malone,11,1991-12-21
Hakeem-Olajuwon,17,1991-12-22
Clyde-Drexler,25,1991-12-22
Brad-Daugherty,19,1991-12-23
Karl-Malone,22,1991-12-23
Jeff-Malone,26,1991-12-23
Hakeem-Olajuwon,21,1991-12-23
Patrick-Ewing,25,1991-12-23
Dominique-Wilkins,33,1991-12-23
Charles-Barkley,22,1991-12-23
David-Robinson,20,1991-12-23
Mitch-Richmond,35,1991-12-23
Michael-Jordan,14,1991-12-25
Larry-Bird,8,1991-12-25
Kevin-McHale,11,1991-12-25
Michael-Jordan,34,1991-12-26
Dominique-Wilkins,39,1991-12-26
Charles-Barkley,24,1991-12-26
Brad-Daugherty,16,1991-12-26
Hakeem-Olajuwon,17,1991-12-26
David-Robinson,31,1991-12-26
Patrick-Ewing,17,1991-12-26
Clyde-Drexler,20,1991-12-26
Mitch-Richmond,31,1991-12-26
Jeff-Malone,15,1991-12-26
Karl-Malone,23,1991-12-26
Brad-Daugherty,31,1991-12-27
David-Robinson,14,1991-12-27
Larry-Bird,25,1991-12-27
Kevin-McHale,21,1991-12-27
Hakeem-Olajuwon,26,1991-12-27
Dominique-Wilkins,19,1991-12-28
Michael-Jordan,33,1991-12-28
Mitch-Richmond,33,1991-12-28
Larry-Bird,13,1991-12-28
Kevin-McHale,10,1991-12-28
Charles-Barkley,29,1991-12-28
Clyde-Drexler,22,1991-12-28
Patrick-Ewing,6,1991-12-28
Karl-Malone,38,1991-12-28
Jeff-Malone,22,1991-12-28
Hakeem-Olajuwon,27,1991-12-29
David-Robinson,25,1991-12-29
Clyde-Drexler,22,1991-12-29
Brad-Daugherty,18,1991-12-30
Hakeem-Olajuwon,12,1991-12-30
Charles-Barkley,25,1991-12-30
Michael-Jordan,29,1991-12-30
Larry-Bird,14,1991-12-30
Kevin-McHale,12,1991-12-30
Mitch-Richmond,27,1991-12-30
David-Robinson,25,1991-12-30
Dominique-Wilkins,39,1992-01-02
Hakeem-Olajuwon,16,1992-01-02
Brad-Daugherty,23,1992-01-02
Patrick-Ewing,22,1992-01-02
Mitch-Richmond,29,1992-01-02
Charles-Barkley,31,1992-01-02
Karl-Malone,30,1992-01-02
Jeff-Malone,23,1992-01-02
Clyde-Drexler,21,1992-01-02
Brad-Daugherty,20,1992-01-03
Kevin-McHale,18,1992-01-03
Michael-Jordan,44,1992-01-03
Dominique-Wilkins,30,1992-01-04
Michael-Jordan,27,1992-01-04
Kevin-McHale,12,1992-01-04
Mitch-Richmond,20,1992-01-04
Hakeem-Olajuwon,27,1992-01-04
David-Robinson,17,1992-01-04
Charles-Barkley,32,1992-01-04
Karl-Malone,26,1992-01-04
Jeff-Malone,24,1992-01-04
Patrick-Ewing,24,1992-01-04
Patrick-Ewing,37,1992-01-05
Clyde-Drexler,17,1992-01-05
Charles-Barkley,21,1992-01-05
Dominique-Wilkins,27,1992-01-06
Hakeem-Olajuwon,12,1992-01-06
Mitch-Richmond,23,1992-01-06
David-Robinson,20,1992-01-06
Karl-Malone,34,1992-01-06
Jeff-Malone,20,1992-01-06
Michael-Jordan,21,1992-01-07
Brad-Daugherty,27,1992-01-07
Dominique-Wilkins,24,1992-01-07
Patrick-Ewing,23,1992-01-07
Clyde-Drexler,18,1992-01-07
Patrick-Ewing,28,1992-01-08
Mitch-Richmond,9,1992-01-08
Michael-Jordan,40,1992-01-08
Karl-Malone,28,1992-01-08
Jeff-Malone,14,1992-01-08
Charles-Barkley,15,1992-01-08
Hakeem-Olajuwon,28,1992-01-08
David-Robinson,22,1992-01-08
Dominique-Wilkins,32,1992-01-09
Mitch-Richmond,23,1992-01-09
Brad-Daugherty,21,1992-01-09
Michael-Jordan,37,1992-01-10
Karl-Malone,17,1992-01-10
Jeff-Malone,16,1992-01-10
Clyde-Drexler,19,1992-01-10
David-Robinson,27,1992-01-10
Hakeem-Olajuwon,30,1992-01-10
Charles-Barkley,20,1992-01-10
Clyde-Drexler,17,1992-01-11
Michael-Jordan,30,1992-01-11
Brad-Daugherty,23,1992-01-11
Charles-Barkley,23,1992-01-11
David-Robinson,20,1992-01-11
Hakeem-Olajuwon,23,1992-01-11
Dominique-Wilkins,24,1992-01-11
Mitch-Richmond,23,1992-01-11
Karl-Malone,14,1992-01-11
Jeff-Malone,32,1992-01-11
Patrick-Ewing,18,1992-01-11
Mitch-Richmond,16,1992-01-13
Dominique-Wilkins,27,1992-01-14
Michael-Jordan,26,1992-01-14
Charles-Barkley,20,1992-01-14
Clyde-Drexler,34,1992-01-14
Brad-Daugherty,19,1992-01-14
Hakeem-Olajuwon,25,1992-01-14
Patrick-Ewing,29,1992-01-14
David-Robinson,24,1992-01-14
Karl-Malone,28,1992-01-14
Jeff-Malone,17,1992-01-14
Clyde-Drexler,21,1992-01-15
Patrick-Ewing,18,1992-01-15
Mitch-Richmond,21,1992-01-15
Michael-Jordan,35,1992-01-16
Brad-Daugherty,14,1992-01-16
Hakeem-Olajuwon,12,1992-01-16
David-Robinson,20,1992-01-16
Karl-Malone,37,1992-01-16
Jeff-Malone,21,1992-01-16
Dominique-Wilkins,29,1992-01-16
Charles-Barkley,13,1992-01-17
Michael-Jordan,31,1992-01-17
David-Robinson,20,1992-01-17
Dominique-Wilkins,28,1992-01-17
Patrick-Ewing,16,1992-01-17
Mitch-Richmond,16,1992-01-17
Clyde-Drexler,25,1992-01-17
Brad-Daugherty,31,1992-01-18
Patrick-Ewing,28,1992-01-18
Mitch-Richmond,24,1992-01-18
Karl-Malone,34,1992-01-18
Jeff-Malone,20,1992-01-18
Hakeem-Olajuwon,13,1992-01-18
Charles-Barkley,30,1992-01-18
David-Robinson,21,1992-01-19
Dominique-Wilkins,16,1992-01-19
Michael-Jordan,34,1992-01-19
Clyde-Drexler,39,1992-01-19
Patrick-Ewing,25,1992-01-20
Charles-Barkley,18,1992-01-20
Michael-Jordan,30,1992-01-21
Hakeem-Olajuwon,23,1992-01-21
Clyde-Drexler,19,1992-01-21
Mitch-Richmond,13,1992-01-21
David-Robinson,17,1992-01-21
Dominique-Wilkins,29,1992-01-21
Michael-Jordan,23,1992-01-22
Dominique-Wilkins,29,1992-01-22
Charles-Barkley,37,1992-01-22
Patrick-Ewing,14,1992-01-22
Karl-Malone,23,1992-01-22
Jeff-Malone,16,1992-01-22
David-Robinson,16,1992-01-22
Karl-Malone,38,1992-01-23
Jeff-Malone,23,1992-01-23
Hakeem-Olajuwon,20,1992-01-23
Mitch-Richmond,21,1992-01-23
Clyde-Drexler,20,1992-01-23
Michael-Jordan,20,1992-01-24
Patrick-Ewing,35,1992-01-24
Mitch-Richmond,20,1992-01-24
Charles-Barkley,17,1992-01-24
Clyde-Drexler,29,1992-01-24
Dominique-Wilkins,34,1992-01-24
David-Robinson,23,1992-01-24
Michael-Jordan,35,1992-01-25
Hakeem-Olajuwon,17,1992-01-25
Patrick-Ewing,34,1992-01-25
Charles-Barkley,22,1992-01-25
Karl-Malone,30,1992-01-25
Jeff-Malone,15,1992-01-25
Patrick-Ewing,28,1992-01-27
Karl-Malone,28,1992-01-27
Jeff-Malone,15,1992-01-27
Dominique-Wilkins,8,1992-01-28
Charles-Barkley,25,1992-01-28
Clyde-Drexler,39,1992-01-28
Hakeem-Olajuwon,34,1992-01-28
Mitch-Richmond,23,1992-01-28
David-Robinson,21,1992-01-28
Michael-Jordan,39,1992-01-28
David-Robinson,17,1992-01-29
Patrick-Ewing,17,1992-01-29
Charles-Barkley,28,1992-01-29
Karl-Malone,26,1992-01-29
Jeff-Malone,26,1992-01-29
Mitch-Richmond,17,1992-01-29
Hakeem-Olajuwon,24,1992-01-30
Michael-Jordan,22,1992-01-30
Michael-Jordan,25,1992-01-31
Charles-Barkley,6,1992-01-31
Clyde-Drexler,20,1992-01-31
Mitch-Richmond,22,1992-01-31
David-Robinson,32,1992-01-31
Karl-Malone,43,1992-01-31
Jeff-Malone,22,1992-01-31
Patrick-Ewing,20,1992-01-31
Karl-Malone,26,1992-02-01
Jeff-Malone,15,1992-02-01
Charles-Barkley,38,1992-02-01
Hakeem-Olajuwon,11,1992-02-01
Brad-Daugherty,24,1992-02-02
Michael-Jordan,33,1992-02-02
Patrick-Ewing,24,1992-02-02
Clyde-Drexler,13,1992-02-02
Mitch-Richmond,14,1992-02-02
Hakeem-Olajuwon,21,1992-02-03
Mitch-Richmond,22,1992-02-03
Karl-Malone,34,1992-02-03
Jeff-Malone,13,1992-02-03
Michael-Jordan,34,1992-02-03
Patrick-Ewing,19,1992-02-04
David-Robinson,23,1992-02-04
Clyde-Drexler,23,1992-02-04
Hakeem-Olajuwon,24,1992-02-05
Brad-Daugherty,19,1992-02-05
Charles-Barkley,30,1992-02-05
Mitch-Richmond,23,1992-02-05
Karl-Malone,25,1992-02-05
Brad-Daugherty,24,1992-02-06
Clyde-Drexler,32,1992-02-06
Patrick-Ewing,24,1992-02-06
Hakeem-Olajuwon,14,1992-02-06
David-Robinson,13,1992-02-06
Michael-Jordan,34,1992-02-11
Charles-Barkley,14,1992-02-11
Clyde-Drexler,28,1992-02-11
David-Robinson,23,1992-02-11
Kevin-McHale,2,1992-02-11
Hakeem-Olajuwon,40,1992-02-11
Karl-Malone,26,1992-02-11
Jeff-Malone,25,1992-02-11
Brad-Daugherty,11,1992-02-11
Kevin-McHale,5,1992-02-12
Brad-Daugherty,22,1992-02-12
Patrick-Ewing,35,1992-02-12
Hakeem-Olajuwon,17,1992-02-12
Charles-Barkley,6,1992-02-12
Clyde-Drexler,24,1992-02-12
Mitch-Richmond,25,1992-02-12
David-Robinson,14,1992-02-13
Michael-Jordan,17,1992-02-13
Patrick-Ewing,14,1992-02-13
Karl-Malone,35,1992-02-13
Jeff-Malone,12,1992-02-13
Hakeem-Olajuwon,23,1992-02-14
Kevin-McHale,1,1992-02-14
Charles-Barkley,23,1992-02-14
Clyde-Drexler,21,1992-02-14
Mitch-Richmond,13,1992-02-14
David-Robinson,21,1992-02-14
Michael-Jordan,29,1992-02-15
Patrick-Ewing,30,1992-02-15
Brad-Daugherty,27,1992-02-15
Hakeem-Olajuwon,22,1992-02-15
Karl-Malone,23,1992-02-15
Jeff-Malone,24,1992-02-15
Kevin-McHale,19,1992-02-16
Charles-Barkley,24,1992-02-16
David-Robinson,9,1992-02-16
Mitch-Richmond,24,1992-02-16
Brad-Daugherty,25,1992-02-17
Michael-Jordan,46,1992-02-17
Hakeem-Olajuwon,35,1992-02-17
David-Robinson,22,1992-02-17
Patrick-Ewing,22,1992-02-17
Karl-Malone,30,1992-02-17
Jeff-Malone,18,1992-02-17
Kevin-McHale,14,1992-02-17
Charles-Barkley,28,1992-02-18
Brad-Daugherty,19,1992-02-18
Patrick-Ewing,34,1992-02-18
Mitch-Richmond,15,1992-02-18
Clyde-Drexler,28,1992-02-18
Kevin-McHale,10,1992-02-19
Mitch-Richmond,28,1992-02-19
Michael-Jordan,27,1992-02-19
David-Robinson,39,1992-02-19
Jeff-Malone,17,1992-02-19
Karl-Malone,23,1992-02-19
Hakeem-Olajuwon,23,1992-02-20
Charles-Barkley,23,1992-02-20
Brad-Daugherty,19,1992-02-20
Patrick-Ewing,26,1992-02-20
Michael-Jordan,33,1992-02-21
Kevin-McHale,20,1992-02-21
Brad-Daugherty,30,1992-02-21
Mitch-Richmond,15,1992-02-21
Clyde-Drexler,31,1992-02-21
David-Robinson,33,1992-02-21
Charles-Barkley,15,1992-02-21
Karl-Malone,22,1992-02-21
Jeff-Malone,28,1992-02-21
Hakeem-Olajuwon,17,1992-02-21
Michael-Jordan,30,1992-02-22
Patrick-Ewing,26,1992-02-22
Clyde-Drexler,25,1992-02-22
Brad-Daugherty,25,1992-02-23
Hakeem-Olajuwon,18,1992-02-23
David-Robinson,16,1992-02-23
Kevin-McHale,16,1992-02-23
Mitch-Richmond,20,1992-02-23
Charles-Barkley,19,1992-02-24
Mitch-Richmond,19,1992-02-24
Patrick-Ewing,37,1992-02-24
Clyde-Drexler,24,1992-02-24
Karl-Malone,30,1992-02-24
Jeff-Malone,18,1992-02-24
Michael-Jordan,23,1992-02-25
Karl-Malone,33,1992-02-25
Jeff-Malone,12,1992-02-25
Kevin-McHale,14,1992-02-25
David-Robinson,26,1992-02-25
Kevin-McHale,18,1992-02-26
Michael-Jordan,26,1992-02-26
Hakeem-Olajuwon,33,1992-02-26
Patrick-Ewing,8,1992-02-26
Charles-Barkley,22,1992-02-26
Brad-Daugherty,32,1992-02-26
Charles-Barkley,7,1992-02-27
Clyde-Drexler,31,1992-02-27
Mitch-Richmond,37,1992-02-27
Patrick-Ewing,19,1992-02-27
David-Robinson,37,1992-02-27
Karl-Malone,35,1992-02-27
Jeff-Malone,14,1992-02-27
Kevin-McHale,20,1992-02-28
Hakeem-Olajuwon,12,1992-02-28
Brad-Daugherty,25,1992-02-28
Michael-Jordan,24,1992-02-28
Clyde-Drexler,36,1992-02-28
Patrick-Ewing,19,1992-02-29
Mitch-Richmond,26,1992-02-29
David-Robinson,34,1992-02-29
Charles-Barkley,33,1992-02-29
Larry-Bird,26,1992-03-01
Kevin-McHale,14,1992-03-01
Michael-Jordan,31,1992-03-01
Clyde-Drexler,26,1992-03-01
Hakeem-Olajuwon,28,1992-03-01
Patrick-Ewing,17,1992-03-01
Karl-Malone,26,1992-03-01
Jeff-Malone,19,1992-03-01
Brad-Daugherty,21,1992-03-01
Mitch-Richmond,19,1992-03-02
Michael-Jordan,27,1992-03-03
Karl-Malone,44,1992-03-03
Jeff-Malone,18,1992-03-03
David-Robinson,25,1992-03-03
Patrick-Ewing,4,1992-03-03
Hakeem-Olajuwon,34,1992-03-03
Clyde-Drexler,19,1992-03-03
Larry-Bird,17,1992-03-04
Clyde-Drexler,18,1992-03-04
Charles-Barkley,31,1992-03-04
Brad-Daugherty,21,1992-03-04
Mitch-Richmond,23,1992-03-04
Karl-Malone,26,1992-03-04
Jeff-Malone,24,1992-03-04
David-Robinson,28,1992-03-04
Brad-Daugherty,20,1992-03-05
Hakeem-Olajuwon,22,1992-03-05
Michael-Jordan,33,1992-03-05
Patrick-Ewing,31,1992-03-05
Larry-Bird,19,1992-03-06
Michael-Jordan,27,1992-03-06
Charles-Barkley,24,1992-03-06
Clyde-Drexler,34,1992-03-06
Mitch-Richmond,10,1992-03-06
Jeff-Malone,27,1992-03-06
Karl-Malone,25,1992-03-06
Brad-Daugherty,15,1992-03-07
Hakeem-Olajuwon,13,1992-03-07
Patrick-Ewing,20,1992-03-07
David-Robinson,23,1992-03-07
David-Robinson,18,1992-03-08
Karl-Malone,23,1992-03-08
Jeff-Malone,20,1992-03-08
Larry-Bird,15,1992-03-08
Kevin-McHale,15,1992-03-08
Michael-Jordan,34,1992-03-08
Charles-Barkley,29,1992-03-08
Clyde-Drexler,23,1992-03-08
Hakeem-Olajuwon,25,1992-03-08
Mitch-Richmond,30,1992-03-08
Patrick-Ewing,35,1992-03-09
Charles-Barkley,21,1992-03-09
Brad-Daugherty,23,1992-03-10
Hakeem-Olajuwon,13,1992-03-10
Larry-Bird,9,1992-03-10
Kevin-McHale,10,1992-03-10
Clyde-Drexler,29,1992-03-10
Patrick-Ewing,37,1992-03-10
Mitch-Richmond,22,1992-03-10
David-Robinson,17,1992-03-10
Michael-Jordan,32,1992-03-11
Larry-Bird,10,1992-03-11
Kevin-McHale,19,1992-03-11
Clyde-Drexler,25,1992-03-11
Charles-Barkley,19,1992-03-11
Karl-Malone,40,1992-03-12
Jeff-Malone,19,1992-03-12
Mitch-Richmond,26,1992-03-12
David-Robinson,15,1992-03-12
Hakeem-Olajuwon,6,1992-03-12
Clyde-Drexler,33,1992-03-13
Larry-Bird,28,1992-03-13
Kevin-McHale,14,1992-03-13
Brad-Daugherty,12,1992-03-13
Hakeem-Olajuwon,20,1992-03-13
Charles-Barkley,31,1992-03-13
Charles-Barkley,33,1992-03-14
Patrick-Ewing,35,1992-03-14
Michael-Jordan,26,1992-03-14
Mitch-Richmond,26,1992-03-14
David-Robinson,27,1992-03-14
Jeff-Malone,23,1992-03-14
Karl-Malone,15,1992-03-14
Larry-Bird,49,1992-03-15
Kevin-McHale,22,1992-03-15
Clyde-Drexler,41,1992-03-15
Brad-Daugherty,17,1992-03-15
Hakeem-Olajuwon,17,1992-03-15
Karl-Malone,36,1992-03-15
Jeff-Malone,10,1992-03-15
Mitch-Richmond,26,1992-03-15
Michael-Jordan,37,1992-03-16
David-Robinson,31,1992-03-16
Brad-Daugherty,3,1992-03-16
Mitch-Richmond,24,1992-03-17
Hakeem-Olajuwon,21,1992-03-17
Larry-Bird,7,1992-03-17
Kevin-McHale,6,1992-03-17
Michael-Jordan,40,1992-03-17
Patrick-Ewing,25,1992-03-17
Clyde-Drexler,21,1992-03-17
Larry-Bird,16,1992-03-18
Kevin-McHale,20,1992-03-18
Charles-Barkley,21,1992-03-18
Clyde-Drexler,16,1992-03-18
David-Robinson,14,1992-03-18
Mitch-Richmond,20,1992-03-18
Patrick-Ewing,26,1992-03-19
Charles-Barkley,25,1992-03-19
Karl-Malone,31,1992-03-19
Jeff-Malone,22,1992-03-19
Michael-Jordan,51,1992-03-19
Brad-Daugherty,28,1992-03-20
Mitch-Richmond,21,1992-03-20
Larry-Bird,21,1992-03-20
Kevin-McHale,10,1992-03-20
Michael-Jordan,25,1992-03-21
Mitch-Richmond,27,1992-03-21
Patrick-Ewing,12,1992-03-21
David-Robinson,22,1992-03-21
Karl-Malone,22,1992-03-21
Jeff-Malone,14,1992-03-21
Clyde-Drexler,26,1992-03-21
Larry-Bird,11,1992-03-22
Kevin-McHale,22,1992-03-22
Brad-Daugherty,22,1992-03-22
Charles-Barkley,37,1992-03-22
Charles-Barkley,18,1992-03-23
David-Robinson,30,1992-03-23
Michael-Jordan,50,1992-03-24
Brad-Daugherty,32,1992-03-24
Patrick-Ewing,31,1992-03-24
Clyde-Drexler,10,1992-03-24
Mitch-Richmond,26,1992-03-24
Larry-Bird,25,1992-03-25
Kevin-McHale,24,1992-03-25
Brad-Daugherty,18,1992-03-25
Karl-Malone,28,1992-03-25
Jeff-Malone,18,1992-03-25
Charles-Barkley,23,1992-03-25
Patrick-Ewing,24,1992-03-26
Clyde-Drexler,20,1992-03-26
Mitch-Richmond,23,1992-03-26
Larry-Bird,21,1992-03-27
Kevin-McHale,16,1992-03-27
Brad-Daugherty,24,1992-03-27
Charles-Barkley,22,1992-03-27
Karl-Malone,31,1992-03-27
Jeff-Malone,10,1992-03-27
Michael-Jordan,44,1992-03-28
Brad-Daugherty,20,1992-03-28
Clyde-Drexler,26,1992-03-28
Patrick-Ewing,28,1992-03-28
Larry-Bird,20,1992-03-29
Kevin-McHale,13,1992-03-29
Charles-Barkley,17,1992-03-29
Mitch-Richmond,19,1992-03-29
Patrick-Ewing,33,1992-03-29
Clyde-Drexler,22,1992-03-29
Charles-Barkley,37,1992-03-30
Karl-Malone,27,1992-03-30
Jeff-Malone,30,1992-03-30
Brad-Daugherty,23,1992-03-31
Hakeem-Olajuwon,20,1992-03-31
Michael-Jordan,36,1992-03-31
Patrick-Ewing,31,1992-03-31
Clyde-Drexler,14,1992-03-31
Mitch-Richmond,33,1992-03-31
Karl-Malone,24,1992-03-31
Jeff-Malone,21,1992-03-31
Larry-Bird,13,1992-04-01
Kevin-McHale,18,1992-04-01
Michael-Jordan,31,1992-04-01
Charles-Barkley,24,1992-04-01
Patrick-Ewing,25,1992-04-02
Brad-Daugherty,18,1992-04-02
Hakeem-Olajuwon,17,1992-04-02
Clyde-Drexler,33,1992-04-02
Jeff-Malone,17,1992-04-02
Karl-Malone,10,1992-04-02
Mitch-Richmond,29,1992-04-02
Michael-Jordan,15,1992-04-03
Mitch-Richmond,23,1992-04-03
Larry-Bird,16,1992-04-03
Kevin-McHale,10,1992-04-03
Brad-Daugherty,20,1992-04-03
Patrick-Ewing,29,1992-04-03
Karl-Malone,32,1992-04-03
Jeff-Malone,25,1992-04-03
Charles-Barkley,23,1992-04-04
Hakeem-Olajuwon,22,1992-04-04
Kevin-McHale,20,1992-04-05
Michael-Jordan,26,1992-04-05
Brad-Daugherty,22,1992-04-05
Patrick-Ewing,13,1992-04-05
Clyde-Drexler,34,1992-04-05
Karl-Malone,33,1992-04-05
Jeff-Malone,18,1992-04-05
Mitch-Richmond,18,1992-04-05
Michael-Jordan,30,1992-04-07
Kevin-McHale,10,1992-04-07
Brad-Daugherty,27,1992-04-07
Karl-Malone,24,1992-04-07
Jeff-Malone,23,1992-04-07
Patrick-Ewing,19,1992-04-07
